MovieName,Genre,Rating,Votes,DurationMinutes
Wicked,Romance,7.4,174000,160
Anora,Romance,7.5,211000,139
We Live in Time,Romance,7.0,59000,108
Babygirl,Romance,5.8,65000,114
The Fall Guy,Romance,6.8,229000,126
The Count of Monte-Cristo,Romance,7.6,38000,178
It Ends with Us,Romance,6.3,90000,130
Challengers,Romance,7.0,160000,131
The Idea of You,Romance,6.3,76000,115
Fly Me to the Moon,Romance,6.6,53000,132
Else,Romance,5.6,430,102
My Old Ass,Romance,6.9,42000,89
The Crow,Romance,4.7,37000,111
On Swift Horses,Romance,6.0,2700,119
Queer,Romance,6.4,24000,137
The Greatest Hits,Romance,6.2,7800,94
Love Lies Bleeding,Romance,6.6,59000,104
Mon Potongo,Romance,4.7,760,149
F*** Marry Kill,Romance,5.3,3500,97
All We Imagine as Light,Romance,7.1,11000,118
Bonjour Tristesse,Romance,5.8,581,110
A Family Affair,Romance,5.4,38000,111
A Nice Indian Boy,Romance,7.4,2600,96
Young Hearts,Romance,7.9,6000,99
Emmanuelle,Romance,4.1,2000,107
Culpa Tuya,Romance,5.2,14000,118
Spaceman,Romance,5.7,44000,107
Turtles All the Way Down,Romance,6.6,7700,111
Young Woman and the Sea,Romance,7.5,18000,129
Ask Me What You Want,Romance,3.9,1300,114
Dreams (Sex Love),Romance,7.6,937,110
Jane Austen Wrecked My Life,Romance,6.4,969,98
Love Across Time,Romance,7.1,871,60
Winter Spring Summer or Fall,Romance,6.0,3200,97
Role Play,Romance,5.5,19000,100
Upgraded,Romance,6.1,31000,104
Lonely Planet,Romance,5.7,12000,94
Love Me,Romance,5.1,3100,91
Wild Wild Punjab,Romance,6.2,16000,109
Lisa Frankenstein,Romance,6.1,29000,101
Love Li,Romance,6.4,14000,168
Your Monster,Romance,6.4,6500,103
Went Up the Hill,Romance,6.6,94,100
Girls Will Be Girls,Romance,7.1,2800,118
Dan Da Dan: First Encounter,Romance,8.2,3100,83
Lick,Romance,6.1,1000,75
Daniela Forever,Romance,5.9,384,113
Sidelined: The QB and Me,Romance,5.8,4200,99
Touch,Romance,7.4,6000,121
Before We Forget,Romance,7.5,157,108
Premalu,Romance,7.8,21000,156
Mother of the Bride,Romance,4.8,17000,88
Kahan Shuru Kahan Khatam,Romance,6.1,3300,107
Killer Heat,Romance,5.6,14000,95
The Master and Margarita,Romance,7.2,5100,156
The Tearsmith,Romance,5.2,13000,103
La Cocina,Romance,7.1,3800,139
Die Alone,Romance,5.8,4100,90
Someone Like You,Romance,5.9,2400,118
Find Me Falling,Romance,6.3,13000,93
Grafted,Romance,5.6,2700,96
Beating Hearts,Romance,7.0,6200,166
Love,Romance,7.3,626,119
Loveable,Romance,7.7,2800,101
Lilies Not for Me,Romance,7.0,741,99
Private Tutor,Romance,4.8,243,65
My Favourite Cake,Romance,7.4,8000,97
Our Little Secret,Romance,5.7,24000,101
The Merry Gentlemen,Romance,4.8,10000,87
Super Happy Forever,Romance,6.8,378,94
Irish Wish,Romance,5.2,22000,93
Girl Haunts Boy,Romance,6.3,3400,100
Beautiful Wedding,Romance,4.1,4500,100
Take My Hand,Romance,6.2,365,102
Teri Baaton Mein Aisa Uljha Jiya,Romance,6.2,55000,141
The Astronaut Lovers,Romance,7.1,1000,116
Three Friends,Romance,6.6,897,117
Sunlight,Romance,7.6,43,96
Turn Me On,Romance,5.6,809,99
Uranus 2324,Romance,6.4,5000,130
Hot Frosty,Romance,5.3,15000,92
Sex,Romance,6.6,1500,118
Boot Camp,Romance,5.8,1300,94
Wanted: Girlfriend,Romance,4.2,239,49
The Family Star,Romance,5.4,5700,159
Love in the Big City,Romance,7.4,1800,118
High Tide,Romance,6.4,818,101
Addition,Romance,8.4,34,91
Pedro Páramo,Romance,6.3,3200,130
Through My Window: Looking at You,Romance,5.5,5600,105
Hear Me: Our Summer,Romance,7.5,982,109
Qalb,Romance,6.5,2400,147
Do Aur Do Pyaar,Romance,6.4,12000,140
Players,Romance,5.7,12000,105
Grand Tour,Romance,6.5,2200,129
Eks,Romance,4.5,214,121
From Contract Lover to the Billionaire's Bride,Romance,6.8,566,84
Drawing Closer,Romance,7.6,2800,118
The Glassworker,Romance,7.2,2000,98
Rasavathi,Romance,6.4,597,148
Believe in Christmas,Romance,6.1,871,90
Ajosepo,Romance,8.8,72,134
Vulgar,Romance,5.4,205,103
5lbs of Pressure,Romance,5.2,1800,111
This Is Me... Now,Romance,4.1,7200,65
My Ex's Wedding,Romance,8.8,58,95
Bau: Artist at War,Romance,7.2,65,130
Mor Chhainha Bhuinya 2,Romance,7.2,132,160
This Time Next Year,Romance,5.6,2400,116
You Are the Apple of My Eye,Romance,6.8,3800,101
0000 Kilometre,Romance,2.8,299,110
White Snake: Afloat,Romance,6.9,596,133
Freedom,Romance,5.9,1500,110
The Best Christmas Pageant Ever,Romance,6.8,6300,99
Chosen Family,Romance,4.7,526,88
Amar Singh Chamkila,Romance,7.8,17000,145
The Dead Thing,Romance,4.7,1000,94
Murder Mubarak,Romance,5.8,51000,140
Timestalker,Romance,5.5,3100,89
I Can Never Be Yours,Romance,7.9,183,0
Silent Love,Romance,6.4,444,116
Marmalade,Romance,6.3,3800,99
3391 Kilometres,Romance,4.3,1300,110
Drained,Romance,4.5,333,107
Her Seyin Basi Merkür,Romance,3.4,507,105
Stag,Romance,4.6,477,87
How to Date Billy Walsh,Romance,5.2,4000,98
18×2 Beyond Youthful Days,Romance,7.3,2100,123
Intoxicated by Love,Romance,8.5,14000,118
Swap,Romance,2.9,383,86
Blue Sun Palace,Romance,6.6,237,116
Zenithal,Romance,4.9,123,80
Detective Conan: The Million-Dollar Pentagram,Romance,6.7,1600,111
Gelin Takimi,Romance,3.9,6500,109
Futra Days,Romance,4.2,166,99
Black Tea,Romance,5.2,625,110
Romance on the Ranch,Romance,6.8,428,88
Dandelion,Romance,5.3,423,113
Given 3: To the Sea,Romance,7.5,171,80
Meet Me Next Christmas,Romance,5.7,8700,105
A Vintage Christmas,Romance,6.5,373,0
Five Blind Dates,Romance,5.1,2100,83
Queens of Drama,Romance,6.3,225,114
Blame the Game,Romance,5.4,5400,92
Siddharth Roy,Romance,6.3,2900,148
Varshangalkku Shesham,Romance,6.6,4500,166
"April, Come She Will",Romance,6.2,471,108
Mai,Romance,6.8,1600,131
First Taste,Romance,4.1,324,97
Auron Mein Kahan Dum Tha,Romance,6.4,41000,150
Cinderella's Curse,Romance,3.4,1400,82
The Air He Breathes,Romance,6.5,445,106
Art of Love,Romance,4.6,2500,99
Phir Aayi Hasseen Dillruba,Romance,5.8,7000,132
Here Now,Romance,4.9,491,118
Lesbian Space Princess,Romance,7.1,212,87
My Name Is Loh Kiwan,Romance,6.7,4500,131
A Christmas Castle Proposal: A Royal in Paradise 2,Romance,6.3,353,0
Her Story,Romance,7.6,2000,123
The Southern Chronicles,Romance,8.7,2900,120
Come Closer,Romance,6.9,302,107
Two to One,Romance,6.1,869,116
When in Rome,Romance,6.1,812,98
Chanchal Haseena,Romance,7.4,40,98
Christmas in the Spotlight,Romance,5.7,685,87
Krista,Romance,5.5,61,58
My Future You,Romance,7.4,317,109
Wallbanger,Romance,5.6,752,118
We're All Gonna Die,Romance,5.8,202,110
A '90s Christmas,Romance,6.0,1200,90
A True Gentleman,Romance,4.5,2300,110
Mr. Manhattan,Romance,6.8,479,110
The Everything Pot,Romance,7.5,35,90
Valley of the Shadow of Death,Romance,6.5,89,84
Honey Money Phony,Romance,6.2,225,115
El Hawa Sultan,Romance,6.5,895,136
Enchanting Christmas,Romance,6.3,371,91
Say a Little Prayer,Romance,8.5,48,103
Tendaberry,Romance,6.4,283,115
The Glory of Life,Romance,6.6,472,98
Rajkumar,Romance,7.4,2800,145
The Umesh Chronicles,Romance,8.5,17,124
Seni Memahami Kekasih,Romance,8.0,65,91
Badaa Saat Fi Yawman Ma,Romance,5.8,358,100
Saint Nick of Bethlehem,Romance,8.9,104,93
Santa's Cousin,Romance,7.7,30,0
Could Have Waited for August,Romance,6.2,866,112
City Hunter,Romance,6.3,5800,102
Ashes,Romance,4.3,2700,100
Bad Newz,Romance,4.7,26000,142
Savi,Romance,6.1,35000,126
Young Werther,Romance,5.5,297,101
Romeo,Romance,6.0,1400,150
Ipar Adalah Maut,Romance,7.0,1300,131
Across the Sea,Romance,6.4,104,112
Miracle Mile,Romance,7.3,42,82
Why Do You?,Romance,5.3,482,103
Angithee 3,Romance,8.1,64,99
Música,Romance,6.4,5200,91
Perfect Match,Romance,6.6,369,101
Plan B,Romance,6.0,1400,90
Love Switch,Romance,6.1,287,89
Bachhala Malli,Romance,8.2,4000,140
Ibbani Tabbida Ileyali,Romance,7.4,881,160
Haunted Heart,Romance,4.7,529,128
"Love, Divided",Romance,6.0,4800,98
Ek Anjaan Rishtey Ka Guilt 3,Romance,7.9,71,104
Seven Seas Seven Hills,Romance,8.6,101,90
Guilty Pleasure,Romance,4.7,178,119
"Hello, Love, Again",Romance,6.7,957,122
"Extraction, USA",Romance,7.2,65,0
Sex Love Venice,Romance,4.3,374,102
Still Fabulous,Romance,4.9,884,92
Tillu Square,Romance,6.6,3500,137
Cinderella's Revenge,Romance,3.8,1200,85
Pantaskah Aku Berhijab,Romance,7.9,84,114
The Swedish Torpedo,Romance,6.0,301,120
Another End,Romance,6.4,860,119
Good Bad Things,Romance,5.8,242,96
Undergrads,Romance,5.1,65,66
Darkest Miriam,Romance,5.8,337,87
Miss You,Romance,6.1,3200,128
Love at 39 Degrees,Romance,5.6,1500,115
A Merry Royal Christmas,Romance,5.4,168,88
Mr. Bachchan,Romance,3.6,5300,150
Love Me If You Dare,Romance,4.3,484,128
Langue Étrangère,Romance,6.6,593,101
Honeymoonish,Romance,5.3,1600,100
Love Story,Romance,5.4,444,125
Love Reddy,Romance,8.0,2300,138
Previously Saved Version,Romance,5.5,473,117
The Groomsmen Last Dance,Romance,6.9,385,84
Perfect Endings,Romance,5.6,237,100
Jatt & Juliet 3,Romance,5.4,1900,135
Karma's a Bitch,Romance,4.7,46,89
Trisha on the Rocks,Romance,5.3,3000,172
Aichaku,Romance,7.0,487,118
The Groomsmen: First Look,Romance,6.1,416,82
X & Y,Romance,8.1,17,101
The Holiday Exchange,Romance,5.6,427,90
Kang Mak,Romance,6.4,910,122
Paalum Pazhavum,Romance,4.9,194,147
DeAr,Romance,5.2,1700,132
Gone Running,Romance,7.0,4500,105
"Love, Wine & Salt: A Tuscan Romance",Romance,5.3,70,80
The Private Eye,Romance,3.7,164,115
Raseeli Raatein,Romance,6.7,12,91
Los pequeños amores,Romance,6.3,405,95
Viva La Vida,Romance,7.6,893,130
Umjolo: The Gone Girl,Romance,4.4,290,92
Mascarpone: The Rainbow Cake,Romance,6.1,558,105
Season of Love,Romance,5.0,436,126
Layla,Romance,6.1,480,100
Chijin no ai,Romance,8.0,11,105
Stranded Pearl,Romance,5.3,35,90
"Love, Sitara",Romance,5.3,310,105
Reloaded 2,Romance,7.5,1200,45
Fake Boyfriend,Romance,9.0,18,115
Goyo,Romance,6.6,2300,106
She Taught Love,Romance,5.3,429,102
Passport to Love,Romance,6.2,433,88
My Boo,Romance,6.1,738,125
"LSD 2: Love, Sex Aur Dhokha 2",Romance,3.8,2800,119
Maybe Forever,Romance,5.8,104,71
Elevator,Romance,5.2,190,95
Bigayan,Romance,6.2,46,43
A Circus Tale & a Love Song,Romance,5.9,114,114
Dilan 1983,Romance,6.3,249,116
Now or Never!,Romance,2.2,17000,0
Pure Love,Romance,7.1,205,109
Svemu dodje kraj,Romance,6.4,375,89
Love Lies,Romance,7.0,402,114
Reversi,Romance,7.0,314,135
Chainsaws Were Singing,Romance,7.2,391,117
The Great Gujarati Matrimony,Romance,7.5,97,144
Kaaduvetty,Romance,3.2,149,157
The Best Friend,Romance,6.4,152,96
Meet Me in Rome,Romance,5.2,696,85
El Roomie,Romance,5.8,317,99
Amar Prem Ki Prem Kahani,Romance,4.5,676,117
Roti Kapda Romance,Romance,5.9,2500,153
Marry Christmas,Romance,6.3,67,85
The Groomsmen: Second Chances,Romance,6.1,475,84
Honeko Akabane's Bodyguards,Romance,6.0,51,117
Breakup Season,Romance,6.2,613,102
Happiness Is,Romance,3.8,309,96
Sevmek Yüzünden,Romance,3.5,668,104
No Pressure,Romance,5.1,1100,111
Ancika,Romance,6.8,825,100
Un/Happy for You,Romance,5.7,422,110
A Soldier for Christmas,Romance,8.2,8,91
In Good Hands 2,Romance,5.3,1000,99
Love Unlike in K-Dramas,Romance,6.5,149,118
He Loves Me Not,Romance,6.8,55,97
Holiday for Hire,Romance,5.8,197,84
Love Syndrome: The Beginning,Romance,6.1,68,90
A European Christmas,Romance,4.7,199,90
L'heureuse élue,Romance,5.5,386,91
Christmas Cowboy,Romance,5.6,141,0
Rose Rosy Te Gulab,Romance,5.8,320,135
Teasing Master Takagi-san Movie,Romance,6.6,369,119
Aaram Aravinda Swamy,Romance,9.3,331,132
The Silence of Marcos Tremmer,Romance,5.9,198,112
Pasutri Gaje,Romance,6.0,359,109
The Christmas Brew,Romance,5.4,155,89
Fruitcake,Romance,5.3,170,97
Given the Movie: Hiiragi Mix,Romance,7.6,247,70
Lyubvi ne byvaet?,Romance,5.4,167,105
"Walter, Grace & The Submarine",Romance,9.3,8,100
Royal Runaways,Romance,8.1,61,0
Lost & Found You,Romance,6.1,30,0
Heavens x Candy,Romance,6.1,53,70
Sihinayaki Adare,Romance,6.5,200,150
Switch Up,Romance,8.6,30,105
"Fool Me Once, Revenge on You",Romance,7.2,14,0
Beauty and the Billionaire: Bali,Romance,5.7,241,91
Dying Briefly,Romance,5.9,58,78
Samana Sunrise,Romance,5.0,260,100
Yuva,Romance,5.7,854,153
Pon Ondru Kanden,Romance,5.6,288,120
The Holiday Club,Romance,6.6,400,88
Love... Reconsidered,Romance,4.1,142,88
Forbidden Love,Romance,7.8,31,96
Letters at Christmas,Romance,3.6,183,84
Éden & Charlie,Romance,7.7,16,45
Anyone But Her,Romance,4.9,295,93
Black Owner and Horny College Girls,Romance,3.6,10,65
Letuchiy korabl,Romance,3.4,394,100
O2,Romance,6.6,8100,105
Shark Island,Romance,3.0,138,81
Love Is Never on Time,Romance,8.6,75,110
Murphy,Romance,7.0,2400,136
Kisko Tha Pata,Romance,6.9,21,135
Alterlove,Romance,7.8,15,90
Kupu-Kupu Kertas,Romance,6.5,225,113
Kill Me If You Dare,Romance,4.6,1400,94
Oshana,Romance,5.7,800,149
Amaltash,Romance,8.1,160,113
Azzamine,Romance,7.0,121,104
The Time of Fever,Romance,8.0,757,101
C4 Cinta,Romance,7.4,158,167
The Proud Princess,Romance,6.4,150,84
Sicilian Holiday,Romance,4.9,24,102
Sweet Summer Love,Romance,6.6,76,90
We Are Faheem & Karun,Romance,9.0,80,81
A Toast to Love,Romance,5.7,155,89
Albany Road,Romance,7.8,118,135
Kacher Manush Dure Thuiya,Romance,7.8,1200,144
Lobola Man,Romance,4.5,217,108
Game On,Romance,5.2,2300,140
Liu mang qu mo shi,Romance,5.6,56,104
Heartbreak Motel,Romance,7.0,321,115
Him,Romance,7.4,32,80
Christmas on the Ranch,Romance,6.1,140,86
Joli joli,Romance,5.5,148,116
Paper Flowers,Romance,8.5,37,100
The Lifeguards,Romance,3.7,147,107
Hold Me Close,Romance,4.8,77,98
"María, Me Muero",Romance,5.2,123,93
Prabuthwa Junior Kalashala,Romance,7.0,2100,131
À toute allure,Romance,5.4,239,86
Shrek 5: The Contract - A Fan Made Film,Romance,7.4,22,84
Alaap,Romance,6.5,152,145
One Night in Tokyo,Romance,7.1,93,95
The Heartbreak Agency,Romance,5.3,747,94
A Man's Promise,Romance,7.0,54,0
Lady Outlaw,Romance,6.6,26,104
Ahl Al Kahf,Romance,5.3,297,120
"Aku Jati, Aku Asperger",Romance,7.6,95,88
Last Song for You,Romance,7.0,111,106
PAPmusic - Animation for Fashion,Romance,1.1,198,85
Meeting Ms. Leigh,Romance,8.8,82,117
Love You to Debt,Romance,6.2,778,135
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,Romance,6.0,85,138
Books & Drinks,Romance,5.1,155,94
"It's So Big It Hurts, Black Oppa",Romance,5.6,11,61
Christmas at Plumhill Manor,Romance,6.1,509,87
Moments We Shared,Romance,5.3,134,131
A Heart for Christmas,Romance,7.6,102,91
The Architecture of Love,Romance,6.9,520,110
Don't Say It,Romance,9.1,74,0
Midwinter,Romance,6.5,60,95
Verliefd op Bali,Romance,5.0,338,113
Momma's Boy,Romance,3.8,49,105
Dreaming of You,Romance,8.3,64,95
Christmas in Lagos,Romance,4.7,182,120
A Christmas of Wonders,Romance,4.9,131,86
A Country Music Christmas,Romance,6.6,106,0
3. Gun,Romance,3.8,165,0
Shooting My Life's Script,Romance,6.2,344,95
Umjolo: Day Ones,Romance,4.2,167,86
A Brooklyn Love Story,Romance,5.3,116,107
Maid of Honour,Romance,5.7,340,149
That Kind of Love,Romance,8.0,649,136
Dhruvathaare,Romance,7.0,1200,165
Onegin,Romance,5.3,110,141
I Don't Know,Romance,7.3,1100,98
Young Lion of the West,Romance,6.8,42,93
Remember I am Dead,Romance,7.7,21,40
Premalo,Romance,6.1,224,128
Soft Love,Romance,5.9,2600,114
Perdiendo el Juicio,Romance,6.8,319,90
Jingle Bell Love,Romance,6.2,21,81
Little Hearts,Romance,7.2,78,136
Matters of the Heart,Romance,5.5,190,110
In the Summer Rain,Romance,5.4,17,129
Life is Filled with So Much of You,Romance,5.8,146,99
Morando com o Crush,Romance,5.4,11,90
My Boyfriend Is a Sex Worker,Romance,6.2,255,50
Ma chi ti conosce,Romance,5.5,23,105
What Happened in My Black Boyfriend's Room,Romance,4.8,138,62
Sign Here,Romance,5.6,133,100
The Long Distance Department,Romance,5.1,149,0
The Gifts of Christmas,Romance,8.4,60,0
How to Make Her Leave,Romance,7.8,44,0
Maple Leaf Dreams,Romance,4.9,54,101
Future Date,Romance,6.0,84,82
My Sassy Girl,Romance,6.4,75,117
Royal Façade,Romance,7.2,99,95
The Little Things,Romance,7.0,29,90
A Christmas Dream,Romance,7.3,227,94
Powder Pup,Romance,2.7,270,89
Throuple,Romance,6.0,77,92
The Mediterranean Sea,Romance,5.0,94,108
To Love and to Cherish,Romance,6.6,79,77
Boys on Film 24: Happy Endings,Romance,8.1,57,174
Juni,Romance,8.5,29,138
Pool & Party,Romance,8.1,11,90
You Are Not Alone,Romance,5.7,165,105
My Zombabe,Romance,6.3,55,105
Die Ironie des Lebens,Romance,5.8,52,109
Kuch Sapney Apne,Romance,6.9,12,120
Ben and Suzanne: A Reunion in 4 Parts,Romance,7.8,14,109
Yesterday Is Almost Here,Romance,9.8,5,92
Love Stuck,Romance,6.7,195,116
Christmas Romance at the Roanoke Ranch,Romance,5.8,806,0
Yumi's Cells: The Movie,Romance,5.0,36,93
Amigos Sem Compromisso,Romance,8.8,22,0
Benaam Rishta,Romance,6.0,248,90
"Goodbye, Farewell",Romance,4.7,206,109
Mi Ilustrísimo Amigo,Romance,6.1,226,80
Writing a Love Song,Romance,3.5,212,85
Election,Romance,7.3,62,120
Hong lou meng,Romance,7.2,20,120
Bad Boy in Love,Romance,7.9,37,91
A Bluegrass Christmas,Romance,9.4,8,84
"Aire, Just Breathe",Romance,6.3,537,98
I Am the Secret in Your Heart,Romance,5.7,7,112
Günesi Söndürmem Gerek,Romance,5.7,861,105
Our Church Thinks We're Dating,Romance,8.8,78,102
Your 1/2 of the Rent,Romance,7.8,107,105
Sihina Nelum Mal,Romance,6.0,247,105
Mann Behka,Romance,5.4,57,77
Komandir,Romance,5.5,179,131
Take Good Care,Romance,6.6,49,101
Under Parallel Skies,Romance,6.0,152,110
Poppay Ki Wedding,Romance,6.8,2100,127
Hrashwo Deergha,Romance,5.5,13,150
Lolipop Gang,Romance,8.5,19,90
36-24-36,Romance,7.5,86,118
Double Blended,Romance,5.3,404,87
Joy of Horses,Romance,9.1,33,90
Explosions in My Heart,Romance,4.8,132,105
"Chances Are, You and I",Romance,6.1,153,132
Honeymoon Express,Romance,6.7,45,118
Heart Strings,Romance,7.7,53,107
Ibiza Dark,Romance,4.5,244,95
Once Upon A Love Story,Romance,9.1,114,135
Last Defenders of Monogamy,Romance,8.4,8,84
43 Degrees North,Romance,6.5,93,0
Inheritance to Love,Romance,6.4,12,88
Emakku Thozhil Romance,Romance,6.0,25,111
Visal Adare,Romance,5.7,11,120
Dinda,Romance,7.6,21,94
Neath's Love Story,Romance,6.3,198,106
Noche De Bodas,Romance,6.2,317,90
Ishttaragam,Romance,5.7,76,0
Mafia Temptation,Romance,9.5,8,82
Vidya Vasula Aham,Romance,5.1,9,102
14 Days Love,Romance,9.5,38,112
The Untold Story,Romance,4.9,295,0
On the Market,Romance,5.7,12,95
The Mercedes Story: A Troubled Soul,Romance,7.7,7,128
Kajolrekha,Romance,7.3,32,156
"Till Then, Hanna!",Romance,5.4,113,110
The Gift That Gives,Romance,6.9,19,81
The Choice,Romance,5.6,47,40
Choices,Romance,5.8,92,87
Ram Bharosey,Romance,4.8,243,0
Yo no soy esa,Romance,6.7,19,95
Gili Gili Raat,Romance,2.8,12,93
Hani,Romance,5.6,136,73
Heartsping : Teenieping of Love,Romance,6.0,136,0
Khwaabon Ka Jhamela,Romance,9.0,2100,113
Who Wants to Marry an Astronaut?,Romance,6.5,926,94
Nikdo me nemá rád,Romance,8.2,176,84
Amo-te Imenso,Romance,8.2,61,87
Rokjesnacht,Romance,7.5,725,95
A Man and a Woman,Romance,6.7,95,117
¿Vienes o Voy?,Romance,4.6,64,94
How to Make Love,Romance,6.6,263,65
Skinny Love,Romance,5.4,69,92
Looking for Dr. Love,Romance,4.1,53,85
Usha Parinayam,Romance,8.3,154,144
Traces of Love,Romance,4.2,146,105
I Love You 2,Romance,7.8,41,160
The Day Before Christmas,Romance,6.3,218,0
Ondu Sarala Prema Kathe,Romance,6.6,73,149
Ciao bambino,Romance,6.7,82,100
Oru Kattil Oru Muri,Romance,6.9,30,125
Occupied,Romance,4.8,29,77
Jee Ve Sohneya Jee,Romance,6.4,26,141
The Sweet Life,Romance,5.8,20,101
Three Secrets,Romance,5.4,130,92
Kanni,Romance,6.6,86,122
Apaixonada,Romance,4.0,1700,95
City of Second Chances,Romance,7.4,15,0
Land of Broken Hearts,Romance,5.1,298,100
Daghabaaz Dil,Romance,4.4,288,123
Ienai Himitsu,Romance,7.7,16,115
Gecenin Nakarati,Romance,8.4,33,104
Gingersnap Christmas,Romance,7.5,23,0
Mendung tanpo udan,Romance,7.0,20,101
Video Vision,Romance,6.2,27,78
Morena,Romance,5.8,114,106
Parahuna 2,Romance,6.0,13,115
Petta Rap,Romance,7.6,19,123
On+Ona,Romance,8.7,139,93
Lyubov Sovetskogo Soyuza,Romance,5.2,134,150
A Soweto Love Story,Romance,6.8,571,101
Romance with My Vampire Brother,Romance,4.7,185,0
Hope's Hollywood Christmas,Romance,7.4,6,90
Maru Mann Taru Thayu,Romance,8.3,26,153
Hidden Flora,Romance,5.4,334,93
My Crazy Rich Girlfriend,Romance,5.6,27,0
Assisting Venus,Romance,5.4,35,100
Elle & lui & le reste du monde,Romance,6.9,106,85
La Tercera Edad,Romance,4.3,118,0
Mi Perfecto Ex,Romance,7.3,8,83
A Thousand Faces,Romance,5.7,216,85
8 Views of Lake Biwa,Romance,7.3,62,126
Babli,Romance,9.4,17,134
Yolki 11,Romance,6.7,77,92
Atashi no!,Romance,4.1,48,102
Marriage Mansion,Romance,4.8,23,0
Table for Six 2,Romance,4.0,33,133
Christmas Overtime,Romance,8.2,9,92
Pretty Boys,Romance,7.3,41,67
Welcome to My Side,Romance,7.9,233,102
Zyat,Romance,2.8,40,80
Rabb Da Radio 3,Romance,7.6,45,122
"Dao, Pho Va Piano",Romance,7.6,67,100
Same Spot,Romance,7.5,73,0
Olivia & the Clouds,Romance,8.5,28,81
Written by Mike,Romance,5.2,204,0
Teriyaan Meriyaan Hera Pheriyan,Romance,7.2,184,125
Rain for Christmas,Romance,3.8,18,0
The Dancing Queen,Romance,8.0,7,0
I Brake for Caterpillars,Romance,7.4,31,93
Kinda Married Like,Romance,5.0,98,0
Nado snimat filmy o lyubvi,Romance,6.6,158,73
Buk Poketer Golpo,Romance,9.3,13,95
Yeni Hayat,Romance,5.6,32,132
Uang Panai' 2 Maha(r)l,Romance,6.4,10,106
Booking,Romance,6.3,111,29
The Property,Romance,7.6,23,110
Do I Shock U Like Lightning,Romance,7.7,32,97
Valentine's Town,Romance,5.0,107,84
The Last 12 Days,Romance,7.2,28,124
Deyaler Desh,Romance,8.8,3100,139
Vampire's House of Cain,Romance,5.3,34,0
Peninsula Nights,Romance,7.3,28,0
Addy Daddy,Romance,4.7,27,118
Adam i Eva,Romance,6.8,84,95
Life Hotel,Romance,6.1,222,118
A Ghetto Love Story,Romance,8.7,2700,0
Kagojer Bou,Romance,6.5,151,112
La Casa Azul,Romance,7.1,68,0
Le beau rôle,Romance,7.5,85,84
